y,x,mass,size,ecc,signal,raw_mass,ep
121.9664932253108,74.21268682776925,1025.2983065164726,1.2428240734748441,0.20213281846003306,164.00261534427653,16209.0,0.038515546669521374
126.82270943409048,61.991632829887365,1053.744999648451,1.1853864033430737,0.336912855750548,192.87896274634159,14624.0,0.04625997781111128
135.03813945958674,53.02346647436275,1216.4228476599608,1.1652669982682913,0.45660472626264065,236.46201776824327,13966.0,0.05047316359321278
137.6683082799541,74.4170556109913,834.2543255486255,1.190559172591882,0.6146875272373238,175.39740463219619,12992.0,0.05833800200399096
139.09432465565732,82.97356706897342,1365.3786124205824,1.104265595598082,0.1629144581549475,291.9232231319119,16578.0,0.03707073129117056
140.33659765607186,90.84306169911989,785.1573740606135,1.1129136401745512,0.29518384322510943,161.442591985011,13154.0,0.05686424919948831
143.23523025881923,39.11753903594655,882.2502879695409,1.1534023330366765,0.12396218015713445,145.65279755933128,13052.0,0.05778334531811227
146.66342822714265,57.51097411400168,831.9717872387909,1.081969607549766,0.3087573163917881,180.36528213007162,14809.0,0.04519919465546581
151.9606145551669,30.955810242034847,1082.4870800911142,1.058589741040069,0.4224522901798299,250.33627023978724,14266.0,0.04846086816249509
153.84853948791923,39.27269049105926,1017.6808943530635,1.065807226936268,0.4477640414542812,256.4946481110274,15334.0,0.04243760208234492
154.2390045390515,125.77452833596205,743.4540564703403,1.067149609138264,0.12330831102781088,170.5637940937228,12915.0,0.05906560707604027
156.53197055753617,54.710672215369186,1320.6677149397035,1.1679700063907643,0.35725425105381764,259.9497845329732,18507.0,0.03099295001961273
164.68487877537103,84.0252409238555,997.5677038346382,1.0900946951419628,0.33823045863730483,195.78808020005243,15628.0,0.04103363499385716
165.6832170560426,36.53916326249598,780.0731318645896,1.2088643846489808,0.1773031360198294,159.65236585965047,14023.0,0.05007806842268539
165.73996499745948,64.07814599446733,792.7568839627688,1.1723156327827506,0.4732486890611886,140.95345398025992,13787.0,0.05175546022647985
167.58583081570998,126.84588116817724,888.8472712414944,1.139632102612565,0.15942252572291254,155.49009011818728,13659.0,0.05271310291096634
169.312485035141,90.02329118916052,1906.5818723783186,1.2122990025917053,0.16237096340035576,295.727453648303,21116.0,0.0253677527135173
169.3921299970759,138.3653703162204,1071.4055803751326,1.227832812627627,0.24755766274993232,208.85673091518416,14758.0,0.04548673874350341
173.32132204951623,101.22050728679163,738.2713518374217,1.042833698044865,0.2169110032270681,180.87549657579936,14638.0,0.04617796399763074
177.55728028533395,40.88021500514907,712.7427272897808,1.2719921311132572,0.1857154571277907,128.35921318834872,14309.0,0.04818551194148826
181.022334853524,98.91518132754466,1797.852488654548,1.1485860851591445,0.41750252481479755,358.61809743221784,20551.0,0.02640562935025828
181.8396444154467,29.23629246013946,1097.542881805396,1.017880353629511,0.5045229137522002,286.69576284585924,16044.0,0.03919868760007245
